eu_id,date2,exp_year,subrep,cover_cat,cover_type,cover_pct
30502,2020-08-24,y2,NA,covercrop,lolpe,0
30502,2020-08-24,y2,NA,covercrop,radish,0
30502,2020-08-24,y2,NA,other,senss,0
30502,2020-08-24,y2,NA,other,verss,0
30502,2020-08-24,y2,NA,other,capbp,0
30502,2020-08-24,y2,NA,other,paprh,0
30502,2020-08-24,y2,NA,other,cirss,0
30502,2020-08-24,y2,NA,other,gerss,0
30502,2020-08-24,y2,NA,other,matin,0
30502,2020-08-24,y2,NA,other,tarof,0
30502,2020-08-24,y2,NA,other,ephex,0
30502,2020-08-24,y2,NA,other,lamss,0
30503,2018-08-08,y1,NA,soil,soil,0
30503,2018-08-08,y1,NA,other,volunteer,0
30503,2018-08-08,y1,NA,covercrop,clover,0
30503,2018-08-08,y1,NA,covercrop,lolpe,0
30503,2018-08-08,y1,NA,covercrop,radish,0
30503,2018-08-08,y1,NA,other,senss,0
30503,2018-08-08,y1,NA,other,verss,0
30503,2018-08-08,y1,NA,other,capbp,0
30503,2018-08-08,y1,NA,other,paprh,0
30503,2018-08-08,y1,NA,other,cirss,0
30503,2018-08-08,y1,NA,other,gerss,0
30503,2018-08-08,y1,NA,other,matin,0
30503,2018-08-08,y1,NA,other,tarof,0
30503,2018-08-08,y1,NA,other,ephex,0
30503,2018-08-08,y1,NA,other,lamss,0
30503,2018-11-09,y1,1,soil,soil,32.38
30503,2018-11-09,y1,1,other,volunteer,24.76
30503,2018-11-09,y1,1,covercrop,clover,0
30503,2018-11-09,y1,1,covercrop,lolpe,1.9
30503,2018-11-09,y1,1,covercrop,radish,40.95
30503,2018-11-09,y1,1,other,senss,0
30503,2018-11-09,y1,1,other,verss,0
30503,2018-11-09,y1,1,other,capbp,0
30503,2018-11-09,y1,1,other,paprh,0
30503,2018-11-09,y1,1,other,cirss,0
30503,2018-11-09,y1,1,other,gerss,0
30503,2018-11-09,y1,1,other,matin,0
30503,2018-11-09,y1,1,other,tarof,0
30503,2018-11-09,y1,1,other,ephex,0
30503,2018-11-09,y1,1,other,lamss,0
30503,2018-11-09,y1,2,soil,soil,41.51
30503,2018-11-09,y1,2,other,volunteer,29.25
30503,2018-11-09,y1,2,covercrop,clover,0
30503,2018-11-09,y1,2,covercrop,lolpe,0
30503,2018-11-09,y1,2,covercrop,radish,29.25
30503,2018-11-09,y1,2,other,senss,0
30503,2018-11-09,y1,2,other,verss,0
30503,2018-11-09,y1,2,other,capbp,0
30503,2018-11-09,y1,2,other,paprh,0
30503,2018-11-09,y1,2,other,cirss,0
30503,2018-11-09,y1,2,other,gerss,0
30503,2018-11-09,y1,2,other,matin,0
30503,2018-11-09,y1,2,other,tarof,0
30503,2018-11-09,y1,2,other,ephex,0
30503,2018-11-09,y1,2,other,lamss,0
30503,2018-11-09,y1,3,soil,soil,40.95
30503,2018-11-09,y1,3,other,volunteer,26.67
30503,2018-11-09,y1,3,covercrop,clover,0
30503,2018-11-09,y1,3,covercrop,lolpe,0
30503,2018-11-09,y1,3,covercrop,radish,32.38
30503,2018-11-09,y1,3,other,senss,0
30503,2018-11-09,y1,3,other,verss,0
30503,2018-11-09,y1,3,other,capbp,0
30503,2018-11-09,y1,3,other,paprh,0
30503,2018-11-09,y1,3,other,cirss,0
30503,2018-11-09,y1,3,other,gerss,0
30503,2018-11-09,y1,3,other,matin,0
30503,2018-11-09,y1,3,other,tarof,0
30503,2018-11-09,y1,3,other,ephex,0
30503,2018-11-09,y1,3,other,lamss,0
30503,2018-11-15,y1,NA,soil,soil,0
30503,2018-11-15,y1,NA,other,volunteer,0
30503,2018-11-15,y1,NA,covercrop,clover,0
30503,2018-11-15,y1,NA,covercrop,lolpe,0
30503,2018-11-15,y1,NA,covercrop,radish,0
30503,2018-11-15,y1,NA,other,senss,0
30503,2018-11-15,y1,NA,other,verss,0
30503,2018-11-15,y1,NA,other,capbp,0
30503,2018-11-15,y1,NA,other,paprh,0
30503,2018-11-15,y1,NA,other,cirss,0
30503,2018-11-15,y1,NA,other,gerss,0
30503,2018-11-15,y1,NA,other,matin,0
30503,2018-11-15,y1,NA,other,tarof,0
30503,2018-11-15,y1,NA,other,ephex,0
30503,2018-11-15,y1,NA,other,lamss,0
30503,2018-11-15,y1,NA,soil,soil,0
30503,2018-11-15,y1,NA,other,volunteer,0
30503,2018-11-15,y1,NA,covercrop,clover,0
30503,2018-11-15,y1,NA,covercrop,lolpe,0
30503,2018-11-15,y1,NA,covercrop,radish,0
30503,2018-11-15,y1,NA,other,senss,0
30503,2018-11-15,y1,NA,other,verss,0
30503,2018-11-15,y1,NA,other,capbp,0
30503,2018-11-15,y1,NA,other,paprh,0
30503,2018-11-15,y1,NA,other,cirss,0
30503,2018-11-15,y1,NA,other,gerss,0
30503,2018-11-15,y1,NA,other,matin,0
30503,2018-11-15,y1,NA,other,tarof,0
30503,2018-11-15,y1,NA,other,ephex,0
30503,2018-11-15,y1,NA,other,lamss,0
30503,2018-11-15,y1,NA,soil,soil,0
30503,2018-11-15,y1,NA,other,volunteer,0
30503,2018-11-15,y1,NA,covercrop,clover,0
30503,2018-11-15,y1,NA,covercrop,lolpe,0
30503,2018-11-15,y1,NA,covercrop,radish,0
30503,2018-11-15,y1,NA,other,senss,0
30503,2018-11-15,y1,NA,other,verss,0
30503,2018-11-15,y1,NA,other,capbp,0
30503,2018-11-15,y1,NA,other,paprh,0
30503,2018-11-15,y1,NA,other,cirss,0
30503,2018-11-15,y1,NA,other,gerss,0
30503,2018-11-15,y1,NA,other,matin,0
30503,2018-11-15,y1,NA,other,tarof,0
30503,2018-11-15,y1,NA,other,ephex,0
30503,2018-11-15,y1,NA,other,lamss,0
30503,2019-05-22,y2,1,soil,soil,0
30503,2019-05-22,y2,1,other,volunteer,0
30503,2019-05-22,y2,1,covercrop,clover,0
30503,2019-05-22,y2,1,covercrop,lolpe,0
30503,2019-05-22,y2,1,covercrop,radish,0
30503,2019-05-22,y2,1,other,senss,0
30503,2019-05-22,y2,1,other,verss,0
30503,2019-05-22,y2,1,other,capbp,0
30503,2019-05-22,y2,1,other,paprh,0
30503,2019-05-22,y2,1,other,cirss,0
30503,2019-05-22,y2,1,other,gerss,0
30503,2019-05-22,y2,1,other,matin,0
30503,2019-05-22,y2,1,other,tarof,0
30503,2019-05-22,y2,1,other,ephex,0
30503,2019-05-22,y2,1,other,lamss,0
30503,2019-05-22,y2,2,soil,soil,0
30503,2019-05-22,y2,2,other,volunteer,0
30503,2019-05-22,y2,2,covercrop,clover,0
30503,2019-05-22,y2,2,covercrop,lolpe,0
30503,2019-05-22,y2,2,covercrop,radish,0
30503,2019-05-22,y2,2,other,senss,0
30503,2019-05-22,y2,2,other,verss,0
30503,2019-05-22,y2,2,other,capbp,0
30503,2019-05-22,y2,2,other,paprh,0
30503,2019-05-22,y2,2,other,cirss,0
30503,2019-05-22,y2,2,other,gerss,0
30503,2019-05-22,y2,2,other,matin,0
30503,2019-05-22,y2,2,other,tarof,0
30503,2019-05-22,y2,2,other,ephex,0
30503,2019-05-22,y2,2,other,lamss,0
30503,2019-05-22,y2,3,soil,soil,0
30503,2019-05-22,y2,3,other,volunteer,0
30503,2019-05-22,y2,3,covercrop,clover,0
30503,2019-05-22,y2,3,covercrop,lolpe,0
30503,2019-05-22,y2,3,covercrop,radish,0
30503,2019-05-22,y2,3,other,senss,0
30503,2019-05-22,y2,3,other,verss,0
30503,2019-05-22,y2,3,other,capbp,0
30503,2019-05-22,y2,3,other,paprh,0
30503,2019-05-22,y2,3,other,cirss,0
30503,2019-05-22,y2,3,other,gerss,0
30503,2019-05-22,y2,3,other,matin,0
30503,2019-05-22,y2,3,other,tarof,0
30503,2019-05-22,y2,3,other,ephex,0
30503,2019-05-22,y2,3,other,lamss,0
30503,2019-08-15,y2,NA,soil,soil,0
30503,2019-08-15,y2,NA,other,volunteer,0
30503,2019-08-15,y2,NA,covercrop,clover,0
30503,2019-08-15,y2,NA,covercrop,lolpe,0
30503,2019-08-15,y2,NA,covercrop,radish,0
30503,2019-08-15,y2,NA,other,senss,0
30503,2019-08-15,y2,NA,other,verss,0
30503,2019-08-15,y2,NA,other,capbp,0
30503,2019-08-15,y2,NA,other,paprh,0
30503,2019-08-15,y2,NA,other,cirss,0
30503,2019-08-15,y2,NA,other,gerss,0
30503,2019-08-15,y2,NA,other,matin,0
30503,2019-08-15,y2,NA,other,tarof,0
30503,2019-08-15,y2,NA,other,ephex,0
30503,2019-08-15,y2,NA,other,lamss,0
30503,2019-11-01,y2,1,soil,soil,36.06557377
30503,2019-11-01,y2,1,other,volunteer,24.59016393
30503,2019-11-01,y2,1,covercrop,clover,0
30503,2019-11-01,y2,1,covercrop,lolpe,6.557377049
30503,2019-11-01,y2,1,covercrop,radish,32.78688525
30503,2019-11-01,y2,1,other,senss,0
30503,2019-11-01,y2,1,other,verss,0
30503,2019-11-01,y2,1,other,capbp,0
30503,2019-11-01,y2,1,other,paprh,0
30503,2019-11-01,y2,1,other,cirss,0
30503,2019-11-01,y2,1,other,gerss,0
30503,2019-11-01,y2,1,other,matin,0
30503,2019-11-01,y2,1,other,tarof,0
30503,2019-11-01,y2,1,other,ephex,0
30503,2019-11-01,y2,1,other,lamss,0
30503,2019-11-01,y2,2,soil,soil,49.18032787
30503,2019-11-01,y2,2,other,volunteer,13.1147541
30503,2019-11-01,y2,2,covercrop,clover,0
30503,2019-11-01,y2,2,covercrop,lolpe,8.196721311
30503,2019-11-01,y2,2,covercrop,radish,29.50819672
30503,2019-11-01,y2,2,other,senss,0
30503,2019-11-01,y2,2,other,verss,0
30503,2019-11-01,y2,2,other,capbp,0
30503,2019-11-01,y2,2,other,paprh,0
30503,2019-11-01,y2,2,other,cirss,0
30503,2019-11-01,y2,2,other,gerss,0
30503,2019-11-01,y2,2,other,matin,0
30503,2019-11-01,y2,2,other,tarof,0
30503,2019-11-01,y2,2,other,ephex,0
30503,2019-11-01,y2,2,other,lamss,0
30503,2019-11-01,y2,3,soil,soil,31.66666667
30503,2019-11-01,y2,3,other,volunteer,30
30503,2019-11-01,y2,3,covercrop,clover,0
30503,2019-11-01,y2,3,covercrop,lolpe,6.666666667
30503,2019-11-01,y2,3,covercrop,radish,31.66666667
30503,2019-11-01,y2,3,other,senss,0
30503,2019-11-01,y2,3,other,verss,0
30503,2019-11-01,y2,3,other,capbp,0
30503,2019-11-01,y2,3,other,paprh,0
30503,2019-11-01,y2,3,other,cirss,0
30503,2019-11-01,y2,3,other,gerss,0
30503,2019-11-01,y2,3,other,matin,0
30503,2019-11-01,y2,3,other,tarof,0
30503,2019-11-01,y2,3,other,ephex,0
30503,2019-11-01,y2,3,other,lamss,0
30503,2019-11-13,y2,NA,soil,soil,0
30503,2019-11-13,y2,NA,other,volunteer,0
30503,2019-11-13,y2,NA,covercrop,clover,0
30503,2019-11-13,y2,NA,covercrop,lolpe,0
30503,2019-11-13,y2,NA,covercrop,radish,0
30503,2019-11-13,y2,NA,other,senss,0
30503,2019-11-13,y2,NA,other,verss,0
30503,2019-11-13,y2,NA,other,capbp,0
30503,2019-11-13,y2,NA,other,paprh,0
30503,2019-11-13,y2,NA,other,cirss,0
30503,2019-11-13,y2,NA,other,gerss,0
30503,2019-11-13,y2,NA,other,matin,0
30503,2019-11-13,y2,NA,other,tarof,0
30503,2019-11-13,y2,NA,other,ephex,0
30503,2019-11-13,y2,NA,other,lamss,0
30503,2019-11-13,y2,NA,soil,soil,0
30503,2019-11-13,y2,NA,other,volunteer,0
30503,2019-11-13,y2,NA,covercrop,clover,0
30503,2019-11-13,y2,NA,covercrop,lolpe,0
30503,2019-11-13,y2,NA,covercrop,radish,0
30503,2019-11-13,y2,NA,other,senss,0
30503,2019-11-13,y2,NA,other,verss,0
30503,2019-11-13,y2,NA,other,capbp,0
30503,2019-11-13,y2,NA,other,paprh,0
30503,2019-11-13,y2,NA,other,cirss,0
30503,2019-11-13,y2,NA,other,gerss,0
30503,2019-11-13,y2,NA,other,matin,0
30503,2019-11-13,y2,NA,other,tarof,0
30503,2019-11-13,y2,NA,other,ephex,0
30503,2019-11-13,y2,NA,other,lamss,0
30503,2020-05-27,y2,1,soil,soil,0
30503,2020-05-27,y2,1,other,volunteer,0
30503,2020-05-27,y2,1,covercrop,clover,0
30503,2020-05-27,y2,1,covercrop,lolpe,0
30503,2020-05-27,y2,1,covercrop,radish,0
30503,2020-05-27,y2,1,other,senss,0
30503,2020-05-27,y2,1,other,verss,0
30503,2020-05-27,y2,1,other,capbp,0
30503,2020-05-27,y2,1,other,paprh,0
30503,2020-05-27,y2,1,other,cirss,0
30503,2020-05-27,y2,1,other,gerss,0
30503,2020-05-27,y2,1,other,matin,0
30503,2020-05-27,y2,1,other,tarof,0
30503,2020-05-27,y2,1,other,ephex,0
30503,2020-05-27,y2,1,other,lamss,0
30503,2020-05-27,y2,2,soil,soil,0
30503,2020-05-27,y2,2,other,volunteer,0
30503,2020-05-27,y2,2,covercrop,clover,0
30503,2020-05-27,y2,2,covercrop,lolpe,0
30503,2020-05-27,y2,2,covercrop,radish,0
30503,2020-05-27,y2,2,other,senss,0
30503,2020-05-27,y2,2,other,verss,0
30503,2020-05-27,y2,2,other,capbp,0
30503,2020-05-27,y2,2,other,paprh,0
30503,2020-05-27,y2,2,other,cirss,0
30503,2020-05-27,y2,2,other,gerss,0
30503,2020-05-27,y2,2,other,matin,0
30503,2020-05-27,y2,2,other,tarof,0
30503,2020-05-27,y2,2,other,ephex,0
30503,2020-05-27,y2,2,other,lamss,0
30503,2020-05-27,y2,3,soil,soil,0
30503,2020-05-27,y2,3,other,volunteer,0
30503,2020-05-27,y2,3,covercrop,clover,0
30503,2020-05-27,y2,3,covercrop,lolpe,0
30503,2020-05-27,y2,3,covercrop,radish,0
30503,2020-05-27,y2,3,other,senss,0
